partner_id,sku_id,category,price,lead_time_weeks,week,sales_units,weekofyear,year,sales_units_lag_1,sales_units_lag_2,sales_units_lag_3,sales_units_lag_4,sales_units_rollmean_4,sales_units_rollmean_8
P1,S034,dresses,128,3,2022-12-26,37,52,2022,18.0,28.0,4.0,33.0,21.75,21.5
P1,S034,dresses,128,3,2023-01-02,48,1,2023,37.0,18.0,28.0,4.0,32.75,26.875
P1,S034,dresses,128,3,2023-01-09,34,2,2023,48.0,37.0,18.0,28.0,34.25,29.25
P1,S034,dresses,128,3,2023-01-16,52,3,2023,34.0,48.0,37.0,18.0,42.75,31.75
P1,S034,dresses,128,3,2023-01-23,26,4,2023,52.0,34.0,48.0,37.0,40.0,30.875
P1,S034,dresses,128,3,2023-01-30,7,5,2023,26.0,52.0,34.0,48.0,29.75,31.25
P1,S034,dresses,128,3,2023-02-06,57,6,2023,7.0,26.0,52.0,34.0,35.5,34.875
P1,S034,dresses,128,3,2023-02-13,19,7,2023,57.0,7.0,26.0,52.0,27.25,35.0
P1,S034,dresses,128,3,2023-02-20,3,8,2023,19.0,57.0,7.0,26.0,21.5,30.75
P1,S034,dresses,128,3,2023-02-27,16,9,2023,3.0,19.0,57.0,7.0,23.75,26.75
P1,S034,dresses,128,3,2023-03-06,31,10,2023,16.0,3.0,19.0,57.0,17.25,26.375
P1,S034,dresses,128,3,2023-03-13,50,11,2023,31.0,16.0,3.0,19.0,25.0,26.125
P1,S034,dresses,128,3,2023-03-20,49,12,2023,50.0,31.0,16.0,3.0,36.5,29.0
P1,S034,dresses,128,3,2023-03-27,51,13,2023,49.0,50.0,31.0,16.0,45.25,34.5
P1,S034,dresses,128,3,2023-04-03,47,14,2023,51.0,49.0,50.0,31.0,49.25,33.25
P1,S034,dresses,128,3,2023-04-10,41,15,2023,47.0,51.0,49.0,50.0,47.0,36.0
P1,S034,dresses,128,3,2023-04-17,37,16,2023,41.0,47.0,51.0,49.0,44.0,40.25
P1,S034,dresses,128,3,2023-04-24,39,17,2023,37.0,41.0,47.0,51.0,41.0,43.125
P1,S034,dresses,128,3,2023-05-01,37,18,2023,39.0,37.0,41.0,47.0,38.5,43.875
P1,S034,dresses,128,3,2023-05-08,29,19,2023,37.0,39.0,37.0,41.0,35.5,41.25
P1,S034,dresses,128,3,2023-05-15,10,20,2023,29.0,37.0,39.0,37.0,28.75,36.375
P1,S034,dresses,128,3,2023-05-22,19,21,2023,10.0,29.0,37.0,39.0,23.75,32.375
P1,S034,dresses,128,3,2023-05-29,36,22,2023,19.0,10.0,29.0,37.0,23.5,31.0
P1,S034,dresses,128,3,2023-06-05,1,23,2023,36.0,19.0,10.0,29.0,16.5,26.0
P1,S034,dresses,128,3,2023-06-12,39,24,2023,1.0,36.0,19.0,10.0,23.75,26.25
P1,S034,dresses,128,3,2023-06-19,3,25,2023,39.0,1.0,36.0,19.0,19.75,21.75
P1,S034,dresses,128,3,2023-06-26,23,26,2023,3.0,39.0,1.0,36.0,16.5,20.0
P1,S034,dresses,128,3,2023-07-03,28,27,2023,23.0,3.0,39.0,1.0,23.25,19.875
P1,S034,dresses,128,3,2023-07-10,17,28,2023,28.0,23.0,3.0,39.0,17.75,20.75
P1,S034,dresses,128,3,2023-07-17,20,29,2023,17.0,28.0,23.0,3.0,22.0,20.875
P1,S034,dresses,128,3,2023-07-24,20,30,2023,20.0,17.0,28.0,23.0,21.25,18.875
P1,S034,dresses,128,3,2023-07-31,15,31,2023,20.0,20.0,17.0,28.0,18.0,20.625
P1,S034,dresses,128,3,2023-08-07,6,32,2023,15.0,20.0,20.0,17.0,15.25,16.5
P1,S034,dresses,128,3,2023-08-14,16,33,2023,6.0,15.0,20.0,20.0,14.25,18.125
P1,S034,dresses,128,3,2023-08-21,16,34,2023,16.0,6.0,15.0,20.0,13.25,17.25
P1,S034,dresses,128,3,2023-08-28,38,35,2023,16.0,16.0,6.0,15.0,19.0,18.5
P1,S034,dresses,128,3,2023-09-04,16,36,2023,38.0,16.0,16.0,6.0,21.5,18.375
P1,S034,dresses,128,3,2023-09-11,18,37,2023,16.0,38.0,16.0,16.0,22.0,18.125
P1,S034,dresses,128,3,2023-09-18,40,38,2023,18.0,16.0,38.0,16.0,28.0,20.625
P1,S034,dresses,128,3,2023-09-25,13,39,2023,40.0,18.0,16.0,38.0,21.75,20.375
P1,S034,dresses,128,3,2023-10-02,13,40,2023,13.0,40.0,18.0,16.0,21.0,21.25
P1,S034,dresses,128,3,2023-10-09,27,41,2023,13.0,13.0,40.0,18.0,23.25,22.625
P1,S034,dresses,128,3,2023-10-16,24,42,2023,27.0,13.0,13.0,40.0,19.25,23.625
P1,S034,dresses,128,3,2023-10-23,24,43,2023,24.0,27.0,13.0,13.0,22.0,21.875
P1,S034,dresses,128,3,2023-10-30,25,44,2023,24.0,24.0,27.0,13.0,25.0,23.0
P1,S034,dresses,128,3,2023-11-06,16,45,2023,25.0,24.0,24.0,27.0,22.25,22.75
P1,S034,dresses,128,3,2023-11-13,30,46,2023,16.0,25.0,24.0,24.0,23.75,21.5
P1,S034,dresses,128,3,2023-11-20,17,47,2023,30.0,16.0,25.0,24.0,22.0,22.0
P1,S034,dresses,128,3,2023-11-27,22,48,2023,17.0,30.0,16.0,25.0,21.25,23.125
P1,S034,dresses,128,3,2023-12-04,15,49,2023,22.0,17.0,30.0,16.0,21.0,21.625
P1,S034,dresses,128,3,2023-12-11,26,50,2023,15.0,22.0,17.0,30.0,20.0,21.875
P1,S034,dresses,128,3,2023-12-18,10,51,2023,26.0,15.0,22.0,17.0,18.25,20.125
P1,S034,dresses,128,3,2023-12-25,34,52,2023,10.0,26.0,15.0,22.0,21.25,21.25
P1,S035,outerwear,101,4,2022-01-31,10,5,2022,14.0,13.0,19.0,18.0,14.0,14.8
P1,S035,outerwear,101,4,2022-02-07,16,6,2022,10.0,14.0,13.0,19.0,13.25,15.0
P1,S035,outerwear,101,4,2022-02-14,37,7,2022,16.0,10.0,14.0,13.0,19.25,18.142857142857142
P1,S035,outerwear,101,4,2022-02-21,21,8,2022,37.0,16.0,10.0,14.0,21.0,18.5
P1,S035,outerwear,101,4,2022-02-28,5,9,2022,21.0,37.0,16.0,10.0,19.75,16.875
P1,S035,outerwear,101,4,2022-03-07,10,10,2022,5.0,21.0,37.0,16.0,18.25,15.75
P1,S035,outerwear,101,4,2022-03-14,3,11,2022,10.0,5.0,21.0,37.0,9.75,14.5
P1,S035,outerwear,101,4,2022-03-21,42,12,2022,3.0,10.0,5.0,21.0,15.0,18.0
P1,S035,outerwear,101,4,2022-03-28,3,13,2022,42.0,3.0,10.0,5.0,14.5,17.125
P1,S035,outerwear,101,4,2022-04-04,21,14,2022,3.0,42.0,3.0,10.0,17.25,17.75
P1,S035,outerwear,101,4,2022-04-11,28,15,2022,21.0,3.0,42.0,3.0,23.5,16.625
P1,S035,outerwear,101,4,2022-04-18,38,16,2022,28.0,21.0,3.0,42.0,22.5,18.75
P1,S035,outerwear,101,4,2022-04-25,3,17,2022,38.0,28.0,21.0,3.0,22.5,18.5
P1,S035,outerwear,101,4,2022-05-02,49,18,2022,3.0,38.0,28.0,21.0,29.5,23.375
P1,S035,outerwear,101,4,2022-05-09,44,19,2022,49.0,3.0,38.0,28.0,33.5,28.5
P1,S035,outerwear,101,4,2022-05-16,31,20,2022,44.0,49.0,3.0,38.0,31.75,27.125
P1,S035,outerwear,101,4,2022-05-23,29,21,2022,31.0,44.0,49.0,3.0,38.25,30.375
P1,S035,outerwear,101,4,2022-05-30,16,22,2022,29.0,31.0,44.0,49.0,30.0,29.75
P1,S035,outerwear,101,4,2022-06-06,22,23,2022,16.0,29.0,31.0,44.0,24.5,29.0
P1,S035,outerwear,101,4,2022-06-13,0,24,2022,22.0,16.0,29.0,31.0,16.75,24.25
P1,S035,outerwear,101,4,2022-06-20,11,25,2022,0.0,22.0,16.0,29.0,12.25,25.25
P1,S035,outerwear,101,4,2022-06-27,28,26,2022,11.0,0.0,22.0,16.0,15.25,22.625
P1,S035,outerwear,101,4,2022-07-04,5,27,2022,28.0,11.0,0.0,22.0,11.0,17.75
P1,S035,outerwear,101,4,2022-07-11,2,28,2022,5.0,28.0,11.0,0.0,11.5,14.125
P1,S035,outerwear,101,4,2022-07-18,2,29,2022,2.0,5.0,28.0,11.0,9.25,10.75
P1,S035,outerwear,101,4,2022-07-25,4,30,2022,2.0,2.0,5.0,28.0,3.25,9.25
P1,S035,outerwear,101,4,2022-08-01,26,31,2022,4.0,2.0,2.0,5.0,8.5,9.75
P1,S035,outerwear,101,4,2022-08-08,17,32,2022,26.0,4.0,2.0,2.0,12.25,11.875
P1,S035,outerwear,101,4,2022-08-15,10,33,2022,17.0,26.0,4.0,2.0,14.25,11.75
P1,S035,outerwear,101,4,2022-08-22,4,34,2022,10.0,17.0,26.0,4.0,14.25,8.75
P1,S035,outerwear,101,4,2022-08-29,15,35,2022,4.0,10.0,17.0,26.0,11.5,10.0
P1,S035,outerwear,101,4,2022-09-05,24,36,2022,15.0,4.0,10.0,17.0,13.25,12.75
P1,S035,outerwear,101,4,2022-09-12,21,37,2022,24.0,15.0,4.0,10.0,16.0,15.125
P1,S035,outerwear,101,4,2022-09-19,0,38,2022,21.0,24.0,15.0,4.0,15.0,14.625
P1,S035,outerwear,101,4,2022-09-26,14,39,2022,0.0,21.0,24.0,15.0,14.75,13.125
P1,S035,outerwear,101,4,2022-10-03,3,40,2022,14.0,0.0,21.0,24.0,9.5,11.375
P1,S035,outerwear,101,4,2022-10-10,2,41,2022,3.0,14.0,0.0,21.0,4.75,10.375
P1,S035,outerwear,101,4,2022-10-17,11,42,2022,2.0,3.0,14.0,0.0,7.5,11.25
P1,S035,outerwear,101,4,2022-10-24,21,43,2022,11.0,2.0,3.0,14.0,9.25,12.0
P1,S035,outerwear,101,4,2022-10-31,5,44,2022,21.0,11.0,2.0,3.0,9.75,9.625
P1,S035,outerwear,101,4,2022-11-07,7,45,2022,5.0,21.0,11.0,2.0,11.0,7.875
P1,S035,outerwear,101,4,2022-11-14,9,46,2022,7.0,5.0,21.0,11.0,10.5,9.0
P1,S035,outerwear,101,4,2022-11-21,14,47,2022,9.0,7.0,5.0,21.0,8.75,9.0
P1,S035,outerwear,101,4,2022-11-28,4,48,2022,14.0,9.0,7.0,5.0,8.5,9.125
P1,S035,outerwear,101,4,2022-12-05,29,49,2022,4.0,14.0,9.0,7.0,14.0,12.5
P1,S035,outerwear,101,4,2022-12-12,5,50,2022,29.0,4.0,14.0,9.0,13.0,11.75
P1,S035,outerwear,101,4,2022-12-19,18,51,2022,5.0,29.0,4.0,14.0,14.0,11.375
P1,S035,outerwear,101,4,2022-12-26,11,52,2022,18.0,5.0,29.0,4.0,15.75,12.125
P1,S035,outerwear,101,4,2023-01-02,23,1,2023,11.0,18.0,5.0,29.0,14.25,14.125
P1,S035,outerwear,101,4,2023-01-09,28,2,2023,23.0,11.0,18.0,5.0,20.0,16.5
P1,S035,outerwear,101,4,2023-01-16,8,3,2023,28.0,23.0,11.0,18.0,17.5,15.75
P1,S035,outerwear,101,4,2023-01-23,37,4,2023,8.0,28.0,23.0,11.0,24.0,19.875
P1,S035,outerwear,101,4,2023-01-30,16,5,2023,37.0,8.0,28.0,23.0,22.25,18.25
P1,S035,outerwear,101,4,2023-02-06,13,6,2023,16.0,37.0,8.0,28.0,18.5,19.25
P1,S035,outerwear,101,4,2023-02-13,2,7,2023,13.0,16.0,37.0,8.0,17.0,17.25
P1,S035,outerwear,101,4,2023-02-20,37,8,2023,2.0,13.0,16.0,37.0,17.0,20.5
P1,S035,outerwear,101,4,2023-02-27,29,9,2023,37.0,2.0,13.0,16.0,20.25,21.25
P1,S035,outerwear,101,4,2023-03-06,8,10,2023,29.0,37.0,2.0,13.0,19.0,18.75
P1,S035,outerwear,101,4,2023-03-13,30,11,2023,8.0,29.0,37.0,2.0,26.0,21.5
P1,S035,outerwear,101,4,2023-03-20,43,12,2023,30.0,8.0,29.0,37.0,27.5,22.25
P1,S035,outerwear,101,4,2023-03-27,10,13,2023,43.0,30.0,8.0,29.0,22.75,21.5
P1,S035,outerwear,101,4,2023-04-03,42,14,2023,10.0,43.0,30.0,8.0,31.25,25.125
P1,S035,outerwear,101,4,2023-04-10,21,15,2023,42.0,10.0,43.0,30.0,29.0,27.5
P1,S035,outerwear,101,4,2023-04-17,20,16,2023,21.0,42.0,10.0,43.0,23.25,25.375
P1,S035,outerwear,101,4,2023-04-24,8,17,2023,20.0,21.0,42.0,10.0,22.75,22.75
P1,S035,outerwear,101,4,2023-05-01,21,18,2023,8.0,20.0,21.0,42.0,17.5,24.375
P1,S035,outerwear,101,4,2023-05-08,11,19,2023,21.0,8.0,20.0,21.0,15.0,22.0
P1,S035,outerwear,101,4,2023-05-15,2,20,2023,11.0,21.0,8.0,20.0,10.5,16.875
P1,S035,outerwear,101,4,2023-05-22,30,21,2023,2.0,11.0,21.0,8.0,16.0,19.375
P1,S035,outerwear,101,4,2023-05-29,22,22,2023,30.0,2.0,11.0,21.0,16.25,16.875
P1,S035,outerwear,101,4,2023-06-05,36,23,2023,22.0,30.0,2.0,11.0,22.5,18.75
P1,S035,outerwear,101,4,2023-06-12,22,24,2023,36.0,22.0,30.0,2.0,27.5,19.0
P1,S035,outerwear,101,4,2023-06-19,27,25,2023,22.0,36.0,22.0,30.0,26.75,21.375
P1,S035,outerwear,101,4,2023-06-26,32,26,2023,27.0,22.0,36.0,22.0,29.25,22.75
P1,S035,outerwear,101,4,2023-07-03,17,27,2023,32.0,27.0,22.0,36.0,24.5,23.5
P1,S035,outerwear,101,4,2023-07-10,14,28,2023,17.0,32.0,27.0,22.0,22.5,25.0
P1,S035,outerwear,101,4,2023-07-17,29,29,2023,14.0,17.0,32.0,27.0,23.0,24.875
P1,S035,outerwear,101,4,2023-07-24,20,30,2023,29.0,14.0,17.0,32.0,20.0,24.625
P1,S035,outerwear,101,4,2023-07-31,10,31,2023,20.0,29.0,14.0,17.0,18.25,21.375
P1,S035,outerwear,101,4,2023-08-07,11,32,2023,10.0,20.0,29.0,14.0,17.5,20.0
P1,S035,outerwear,101,4,2023-08-14,24,33,2023,11.0,10.0,20.0,29.0,16.25,19.625
P1,S035,outerwear,101,4,2023-08-21,11,34,2023,24.0,11.0,10.0,20.0,14.0,17.0
P1,S035,outerwear,101,4,2023-08-28,7,35,2023,11.0,24.0,11.0,10.0,13.25,15.75
P1,S035,outerwear,101,4,2023-09-04,20,36,2023,7.0,11.0,24.0,11.0,15.5,16.5
P1,S035,outerwear,101,4,2023-09-11,11,37,2023,20.0,7.0,11.0,24.0,12.25,14.25
P1,S035,outerwear,101,4,2023-09-18,20,38,2023,11.0,20.0,7.0,11.0,14.5,14.25
P1,S035,outerwear,101,4,2023-09-25,11,39,2023,20.0,11.0,20.0,7.0,15.5,14.375
P1,S035,outerwear,101,4,2023-10-02,21,40,2023,11.0,20.0,11.0,20.0,15.75,15.625
P1,S035,outerwear,101,4,2023-10-09,22,41,2023,21.0,11.0,20.0,11.0,18.5,15.375
P1,S035,outerwear,101,4,2023-10-16,14,42,2023,22.0,21.0,11.0,20.0,17.0,15.75
P1,S035,outerwear,101,4,2023-10-23,17,43,2023,14.0,22.0,21.0,11.0,18.5,17.0
P1,S035,outerwear,101,4,2023-10-30,12,44,2023,17.0,14.0,22.0,21.0,16.25,16.0
P1,S035,outerwear,101,4,2023-11-06,5,45,2023,12.0,17.0,14.0,22.0,12.0,15.25
P1,S035,outerwear,101,4,2023-11-13,24,46,2023,5.0,12.0,17.0,14.0,14.5,15.75
P1,S035,outerwear,101,4,2023-11-20,30,47,2023,24.0,5.0,12.0,17.0,17.75,18.125
P1,S035,outerwear,101,4,2023-11-27,6,48,2023,30.0,24.0,5.0,12.0,16.25,16.25
P1,S035,outerwear,101,4,2023-12-04,6,49,2023,6.0,30.0,24.0,5.0,16.5,14.25
P1,S035,outerwear,101,4,2023-12-11,6,50,2023,6.0,6.0,30.0,24.0,12.0,13.25
P1,S035,outerwear,101,4,2023-12-18,10,51,2023,6.0,6.0,6.0,30.0,7.0,12.375
P1,S035,outerwear,101,4,2023-12-25,38,52,2023,10.0,6.0,6.0,6.0,15.0,15.625
P1,S036,tops,111,1,2022-01-31,33,5,2022,19.0,39.0,5.0,33.0,24.0,25.8
P1,S036,tops,111,1,2022-02-07,45,6,2022,33.0,19.0,39.0,5.0,34.0,29.0
P1,S036,tops,111,1,2022-02-14,4,7,2022,45.0,33.0,19.0,39.0,25.25,25.428571428571427
P1,S036,tops,111,1,2022-02-21,34,8,2022,4.0,45.0,33.0,19.0,29.0,26.5
P1,S036,tops,111,1,2022-02-28,44,9,2022,34.0,4.0,45.0,33.0,31.75,27.875
P1,S036,tops,111,1,2022-03-07,11,10,2022,44.0,34.0,4.0,45.0,23.25,28.625
P1,S036,tops,111,1,2022-03-14,16,11,2022,11.0,44.0,34.0,4.0,26.25,25.75
P1,S036,tops,111,1,2022-03-21,9,12,2022,16.0,11.0,44.0,34.0,20.0,24.5
P1,S036,tops,111,1,2022-03-28,9,13,2022,9.0,16.0,11.0,44.0,11.25,21.5
P1,S036,tops,111,1,2022-04-04,23,14,2022,9.0,9.0,16.0,11.0,14.25,18.75
P1,S036,tops,111,1,2022-04-11,4,15,2022,23.0,9.0,9.0,16.0,11.25,18.75
P1,S036,tops,111,1,2022-04-18,48,16,2022,4.0,23.0,9.0,9.0,21.0,20.5
P1,S036,tops,111,1,2022-04-25,42,17,2022,48.0,4.0,23.0,9.0,29.25,20.25
P1,S036,tops,111,1,2022-05-02,31,18,2022,42.0,48.0,4.0,23.0,31.25,22.75
P1,S036,tops,111,1,2022-05-09,34,19,2022,31.0,42.0,48.0,4.0,38.75,25.0
P1,S036,tops,111,1,2022-05-16,44,20,2022,34.0,31.0,42.0,48.0,37.75,29.375
P1,S036,tops,111,1,2022-05-23,6,21,2022,44.0,34.0,31.0,42.0,28.75,29.0
P1,S036,tops,111,1,2022-05-30,15,22,2022,6.0,44.0,34.0,31.0,24.75,28.0
P1,S036,tops,111,1,2022-06-06,17,23,2022,15.0,6.0,44.0,34.0,20.5,29.625
P1,S036,tops,111,1,2022-06-13,16,24,2022,17.0,15.0,6.0,44.0,13.5,25.625
P1,S036,tops,111,1,2022-06-20,20,25,2022,16.0,17.0,15.0,6.0,17.0,22.875
P1,S036,tops,111,1,2022-06-27,15,26,2022,20.0,16.0,17.0,15.0,17.0,20.875
P1,S036,tops,111,1,2022-07-04,19,27,2022,15.0,20.0,16.0,17.0,17.5,19.0
P1,S036,tops,111,1,2022-07-11,15,28,2022,19.0,15.0,20.0,16.0,17.25,15.375
P1,S036,tops,111,1,2022-07-18,6,29,2022,15.0,19.0,15.0,20.0,13.75,15.375
P1,S036,tops,111,1,2022-07-25,32,30,2022,6.0,15.0,19.0,15.0,18.0,17.5
P1,S036,tops,111,1,2022-08-01,19,31,2022,32.0,6.0,15.0,19.0,18.0,17.75
P1,S036,tops,111,1,2022-08-08,30,32,2022,19.0,32.0,6.0,15.0,21.75,19.5
P1,S036,tops,111,1,2022-08-15,9,33,2022,30.0,19.0,32.0,6.0,22.5,18.125
P1,S036,tops,111,1,2022-08-22,18,34,2022,9.0,30.0,19.0,32.0,19.0,18.5
P1,S036,tops,111,1,2022-08-29,31,35,2022,18.0,9.0,30.0,19.0,22.0,20.0
P1,S036,tops,111,1,2022-09-05,1,36,2022,31.0,18.0,9.0,30.0,14.75,18.25
P1,S036,tops,111,1,2022-09-12,9,37,2022,1.0,31.0,18.0,9.0,14.75,18.625
P1,S036,tops,111,1,2022-09-19,0,38,2022,9.0,1.0,31.0,18.0,10.25,14.625
P1,S036,tops,111,1,2022-09-26,11,39,2022,0.0,9.0,1.0,31.0,5.25,13.625
P1,S036,tops,111,1,2022-10-03,2,40,2022,11.0,0.0,9.0,1.0,5.5,10.125
P1,S036,tops,111,1,2022-10-10,9,41,2022,2.0,11.0,0.0,9.0,5.5,10.125
P1,S036,tops,111,1,2022-10-17,9,42,2022,9.0,2.0,11.0,0.0,7.75,9.0
P1,S036,tops,111,1,2022-10-24,3,43,2022,9.0,9.0,2.0,11.0,5.75,5.5
P1,S036,tops,111,1,2022-10-31,25,44,2022,3.0,9.0,9.0,2.0,11.5,8.5
P1,S036,tops,111,1,2022-11-07,16,45,2022,25.0,3.0,9.0,9.0,13.25,9.375
P1,S036,tops,111,1,2022-11-14,20,46,2022,16.0,25.0,3.0,9.0,16.0,11.875
P1,S036,tops,111,1,2022-11-21,17,47,2022,20.0,16.0,25.0,3.0,19.5,12.625
P1,S036,tops,111,1,2022-11-28,28,48,2022,17.0,20.0,16.0,25.0,20.25,15.875
P1,S036,tops,111,1,2022-12-05,15,49,2022,28.0,17.0,20.0,16.0,20.0,16.625
P1,S036,tops,111,1,2022-12-12,6,50,2022,15.0,28.0,17.0,20.0,16.5,16.25
P1,S036,tops,111,1,2022-12-19,20,51,2022,6.0,15.0,28.0,17.0,17.25,18.375
P1,S036,tops,111,1,2022-12-26,20,52,2022,20.0,6.0,15.0,28.0,15.25,17.75
P1,S036,tops,111,1,2023-01-02,7,1,2023,20.0,20.0,6.0,15.0,13.25,16.625
P1,S036,tops,111,1,2023-01-09,6,2,2023,7.0,20.0,20.0,6.0,13.25,14.875
P1,S036,tops,111,1,2023-01-16,9,3,2023,6.0,7.0,20.0,20.0,10.5,13.875
P1,S036,tops,111,1,2023-01-23,6,4,2023,9.0,6.0,7.0,20.0,7.0,11.125
P1,S036,tops,111,1,2023-01-30,40,5,2023,6.0,9.0,6.0,7.0,15.25,14.25
P1,S036,tops,111,1,2023-02-06,39,6,2023,40.0,6.0,9.0,6.0,23.5,18.375
P1,S036,tops,111,1,2023-02-13,44,7,2023,39.0,40.0,6.0,9.0,32.25,21.375
P1,S036,tops,111,1,2023-02-20,21,8,2023,44.0,39.0,40.0,6.0,36.0,21.5
P1,S036,tops,111,1,2023-02-27,43,9,2023,21.0,44.0,39.0,40.0,36.75,26.0
P1,S036,tops,111,1,2023-03-06,23,10,2023,43.0,21.0,44.0,39.0,32.75,28.125
P1,S036,tops,111,1,2023-03-13,24,11,2023,23.0,43.0,21.0,44.0,27.75,30.0
P1,S036,tops,111,1,2023-03-20,2,12,2023,24.0,23.0,43.0,21.0,23.0,29.5
P1,S036,tops,111,1,2023-03-27,20,13,2023,2.0,24.0,23.0,43.0,17.25,27.0
P1,S036,tops,111,1,2023-04-03,12,14,2023,20.0,2.0,24.0,23.0,14.5,23.625
P1,S036,tops,111,1,2023-04-10,43,15,2023,12.0,20.0,2.0,24.0,19.25,23.5
P1,S036,tops,111,1,2023-04-17,10,16,2023,43.0,12.0,20.0,2.0,21.25,22.125
P1,S036,tops,111,1,2023-04-24,7,17,2023,10.0,43.0,12.0,20.0,18.0,17.625
P1,S036,tops,111,1,2023-05-01,36,18,2023,7.0,10.0,43.0,12.0,24.0,19.25
P1,S036,tops,111,1,2023-05-08,19,19,2023,36.0,7.0,10.0,43.0,18.0,18.625
P1,S036,tops,111,1,2023-05-15,37,20,2023,19.0,36.0,7.0,10.0,24.75,23.0
P1,S036,tops,111,1,2023-05-22,13,21,2023,37.0,19.0,36.0,7.0,26.25,22.125
P1,S036,tops,111,1,2023-05-29,0,22,2023,13.0,37.0,19.0,36.0,17.25,20.625
P1,S036,tops,111,1,2023-06-05,41,23,2023,0.0,13.0,37.0,19.0,22.75,20.375
P1,S036,tops,111,1,2023-06-12,29,24,2023,41.0,0.0,13.0,37.0,20.75,22.75
P1,S036,tops,111,1,2023-06-19,10,25,2023,29.0,41.0,0.0,13.0,20.0,23.125
P1,S036,tops,111,1,2023-06-26,7,26,2023,10.0,29.0,41.0,0.0,21.75,19.5
P1,S036,tops,111,1,2023-07-03,5,27,2023,7.0,10.0,29.0,41.0,12.75,17.75
P1,S036,tops,111,1,2023-07-10,24,28,2023,5.0,7.0,10.0,29.0,11.5,16.125
P1,S036,tops,111,1,2023-07-17,28,29,2023,24.0,5.0,7.0,10.0,16.0,18.0
P1,S036,tops,111,1,2023-07-24,23,30,2023,28.0,24.0,5.0,7.0,20.0,20.875
P1,S036,tops,111,1,2023-07-31,23,31,2023,23.0,28.0,24.0,5.0,24.5,18.625
P1,S036,tops,111,1,2023-08-07,11,32,2023,23.0,23.0,28.0,24.0,21.25,16.375
P1,S036,tops,111,1,2023-08-14,6,33,2023,11.0,23.0,23.0,28.0,15.75,15.875
P1,S036,tops,111,1,2023-08-21,0,34,2023,6.0,11.0,23.0,23.0,10.0,15.0
P1,S036,tops,111,1,2023-08-28,0,35,2023,0.0,6.0,11.0,23.0,4.25,14.375
P1,S036,tops,111,1,2023-09-04,2,36,2023,0.0,0.0,6.0,11.0,2.0,11.625
P1,S036,tops,111,1,2023-09-11,7,37,2023,2.0,0.0,0.0,6.0,2.25,9.0
P1,S036,tops,111,1,2023-09-18,19,38,2023,7.0,2.0,0.0,0.0,7.0,8.5
P1,S036,tops,111,1,2023-09-25,18,39,2023,19.0,7.0,2.0,0.0,11.5,7.875
P1,S036,tops,111,1,2023-10-02,24,40,2023,18.0,19.0,7.0,2.0,17.0,9.5
P1,S036,tops,111,1,2023-10-09,6,41,2023,24.0,18.0,19.0,7.0,16.75,9.5
P1,S036,tops,111,1,2023-10-16,1,42,2023,6.0,24.0,18.0,19.0,12.25,9.625
P1,S036,tops,111,1,2023-10-23,17,43,2023,1.0,6.0,24.0,18.0,12.0,11.75
P1,S036,tops,111,1,2023-10-30,25,44,2023,17.0,1.0,6.0,24.0,12.25,14.625
P1,S036,tops,111,1,2023-11-06,27,45,2023,25.0,17.0,1.0,6.0,17.5,17.125
P1,S036,tops,111,1,2023-11-13,3,46,2023,27.0,25.0,17.0,1.0,18.0,15.125
P1,S036,tops,111,1,2023-11-20,4,47,2023,3.0,27.0,25.0,17.0,14.75,13.375
P1,S036,tops,111,1,2023-11-27,34,48,2023,4.0,3.0,27.0,25.0,17.0,14.625
P1,S036,tops,111,1,2023-12-04,32,49,2023,34.0,4.0,3.0,27.0,18.25,17.875
P1,S036,tops,111,1,2023-12-11,38,50,2023,32.0,34.0,4.0,3.0,27.0,22.5
P1,S036,tops,111,1,2023-12-18,11,51,2023,38.0,32.0,34.0,4.0,28.75,21.75
P1,S036,tops,111,1,2023-12-25,7,52,2023,11.0,38.0,32.0,34.0,22.0,19.5
P1,S037,outerwear,32,4,2022-01-31,7,5,2022,23.0,32.0,30.0,1.0,23.0,18.6
P1,S037,outerwear,32,4,2022-02-07,47,6,2022,7.0,23.0,32.0,30.0,27.25,23.333333333333332
P1,S037,outerwear,32,4,2022-02-14,1,7,2022,47.0,7.0,23.0,32.0,19.5,20.142857142857142
P1,S037,outerwear,32,4,2022-02-21,30,8,2022,1.0,47.0,7.0,23.0,21.25,21.375
P1,S037,outerwear,32,4,2022-02-28,3,9,2022,30.0,1.0,47.0,7.0,20.25,21.625
P1,S037,outerwear,32,4,2022-03-07,15,10,2022,3.0,30.0,1.0,47.0,12.25,19.75
P1,S037,outerwear,32,4,2022-03-14,17,11,2022,15.0,3.0,30.0,1.0,16.25,17.875
P1,S037,outerwear,32,4,2022-03-21,22,12,2022,17.0,15.0,3.0,30.0,14.25,17.75
P1,S037,outerwear,32,4,2022-03-28,39,13,2022,22.0,17.0,15.0,3.0,23.25,21.75
P1,S037,outerwear,32,4,2022-04-04,14,14,2022,39.0,22.0,17.0,15.0,23.0,17.625
P1,S037,outerwear,32,4,2022-04-11,35,15,2022,14.0,39.0,22.0,17.0,27.5,21.875
P1,S037,outerwear,32,4,2022-04-18,5,16,2022,35.0,14.0,39.0,22.0,23.25,18.75
P1,S037,outerwear,32,4,2022-04-25,28,17,2022,5.0,35.0,14.0,39.0,20.5,21.875
